Comune;Provincia;Denominazione struttura;Categoria;Classificazione;Id struttura;Indirizzo;CAP;Sigla provincia;Frazione;Localita;Posta elettronica;Telefono;FAX;Indirizzo internet;Camere;Suite;Letti;Bagni;Prima colazione;In abitato;Sul lago;Vicino eliporto;Vicino aereoporto;Zona centrale;Vicino impianto risalita;Zona periferica;Zona stazione FS;Attrezzature;Carte di pagamento accettate;Lingue;Attrezzature sportive;Attrezzature congressi;Longitudine;Latitudine
PINAROLO PO;PAVIA;AGR. IL CUCINONE;Complementari;Alloggi Agrituristici;191650072;VIA DEPRETIS, 4/8;27040;PV;;;;;;www.ilcucinone.it;13;0;26;13;Si;No;No;No;No;No;No;Si;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Riscaldamento,Sala televisione separata;American express,Visa,Master Card,Diners,Citibank,Bank Americard,Maestro,Bancomat,Eurocard,CartaSi;Inglese,Francese;Visite guidate,Trekking;;9.170077;45.0712253
PONTE NIZZA;PAVIA;AGR. IL MULINO;Complementari;Alloggi Agrituristici;191650074;MOLINO DEL CONTE;27050;PV;;MOLINO DEL CONTE;;;;;3;0;12;3;No;No;No;No;No;No;No;Si;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Riscaldamento;;Francese;Trekking;;9.1048318;44.8447946
PONTE NIZZA;PAVIA;AGR. LA SCUOLETTA;Complementari;Alloggi Agrituristici;191650075;LOC. SANT' ALBERTO DI BUTRIO 12;27050;PV;SANT'ALBERTO DI BUTRIO;;;;;;3;0;9;2;No;No;No;No;No;Si;No;No;No;Access. diversamente abili totale,Accesso a vetture private,Lavaggio e stiratura biancheria,Riscaldamento,Trasporto clienti stazione;;;Trekking;;9.0972428;44.851548
PONTE NIZZA;PAVIA;AGR. LUCCHELLI FRANCESCO;Complementari;Alloggi Agrituristici;191650073;LOC. LUMELLO, 1;27050;PV;;LUMELLO;;;;;4;0;11;3;No;No;No;No;No;No;No;Si;No;Access. diversamente abili totale,Accesso a vetture private,Accettazione animali domestici,Estintori,Riscaldamento;;Inglese,Francese;Partecipazione alle attività agricole aziendali,Trekking;;9.1082166;44.86372279
PONTE NIZZA;PAVIA;LA CENA DI PITAGORA;Alloggi privati in affitto;Bed & Breakfast;391201918;VIA SAN PONZO 25;27050;PV;SAN PONZO;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;No;;;;;;9.0972428;44.851548
REA;PAVIA;LA CA' VECCHIA;Alloggi privati in affitto;Bed & Breakfast;191650233;VIA CASA VECCHIA, 15;27040;PV;;;;;;www.lacavecchia.it;3;0;9;3;No;No;No;No;No;No;No;Si;No;Access. diversamente abili totale,Accettazione animali domestici,Parco o giardino,Posto auto;Tutte;Inglese,Francese;;;9.15450391;45.1122565
REDAVALLE;PAVIA;LA ROSA BIANCA;Alloggi privati in affitto;Bed & Breakfast;191650140;VIA CESARE BATTISTI 70;27050;PV;;;;;;;3;0;6;3;No;No;No;No;No;Si;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Biciclette per ospiti,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno;;Inglese,Francese,Spagnolo;;;9.20032966;45.0363318
RETORBIDO;PAVIA;L'USTARIA AD BONTEMP FORESTERIA LOMBARDA;Complementari;Foresterie lombarde;388599162;VIA CAMPOBECCO 5/9;27050;PV;;;villa_santa@alice.it;3389254863;;;4;0;5;4;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Accettazione animali domestici,Aria condizionata centralizzata,Autorimessa,Cucina di uso comune,Frigorifero,Lavaggio e stiratura biancheria,Parco o giardino;;Inglese,Francese;;;9.0357565;44.95085851
RIVANAZZANO;PAVIA;AGR. BELVEDERE;Complementari;Alloggi Agrituristici;351184484;VIA PARROCCHIA 13;27055;PV;;;;;;;1;0;2;3;Si;No;No;No;No;No;No;No;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Estintori,Riscaldamento,Sala accoglienza,Trasporto clienti stazione;;Inglese,Francese;;;9.03610759;44.9256609
RIVANAZZANO;PAVIA;ALLE TERME;Alberghiere;Residenze turistico alberghiere 3 stelle;338943987;CORSO REPUBBLICA 4;;PV;;;hotel@termedirivanazzano.it;038391250;038392146;;9;0;18;9;No;No;No;No;No;Si;No;No;No;;;;;;9.0137142;44.93101774
RIVANAZZANO;PAVIA;LA STAZIONE DI SALICE;Complementari;Locande;191650115;VIA DIVIANI 5/7;27055;PV;;;info@lastazionedisalice.it;0383944501;0383934569;www.lastazionedisalice.it;6;0;12;6;Si;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accettazione animali domestici,Ascensore,Parco o giardino,Sala lettura separata,Somministrazione alimenti,Somministrazione bevande,Somministrazione alcolici;;Inglese,Francese;;;9.03103528;44.92047856
RIVANAZZANO;PAVIA;PARK HOTEL;Alberghiere;Alberghi 3 stelle;191650236;VIA DIVIANI, 18;27055;PV;;SALICE TERME;parkhotel@parkhotel.pv.it;0383/91664;0383/944348;www.parkhotel.pv.it;30;0;50;32;No;No;No;No;No;Si;No;No;No;Ascensore,Ristorante,Tavernetta o tavola calda,Sala televisione separata,Parco o giardino,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Servizi baby sitting,Custodia valori in cassaforte,Spiaggia privata,Riscaldamento,Videogiochi,Estintori,Servizio in camera,WI-FI in aree comuni,Televisione satellitare;American express,Visa,Master Card,Tutte,Bancomat;Inglese,Francese;;;9.03103528;44.92047856
RIVANAZZANO;PAVIA;RIVANAZZANO TAVERNETTA;Alloggi privati in affitto;Bed & Breakfast;389509260;VIALE EUROPA 107;27055;PV;;;;;;www.facebook.com/beb.rivanazzano/;1;0;2;1;No;No;No;No;No;No;No;No;No;Accettazione animali domestici,Aria condizionata,Parco o giardino,Posto auto;;;;;9.01286016;44.93745083
RIVANAZZANO;PAVIA;SELVATICO;Alberghiere;Alberghi 3 stelle;191650234;VIA SILVIO PELLICO, 19;27055;PV;;;info@albergoselvatico.com;0383/944720;0383/91444;www.albergoselvatico.com;21;0;38;21;Si;No;No;No;No;Si;No;No;No;Ascensore,Ristorante,Ristorante vegetariano,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Accettazione animali domestici,Servizio congressi,Accettazione gruppi,Accesso a vetture private,Parcheggio custodito,Trasporto clienti stazione,Custodia valori in cassaforte,Aria condizionata non centralizzata,Access. diversamente abili totale,Riscaldamento;Tutte;Inglese,Francese;;;9.01521643;44.93172739
RIVANAZZANO;PAVIA;SPIRITO LIBERO;Alloggi privati in affitto;Bed & Breakfast;387751726;VIA ARNO 10;27055;PV;;;;;;;3;0;6;0;No;No;No;No;No;No;No;No;No;;;;;;9.01961427;44.91510444
ROBBIO;PAVIA;AGRITURISMO PESCAROLO;Complementari;Alloggi Agrituristici;387795500;CASCINA MOLINO MIRADOLO 7;27038;PV;;;;;;;2;0;4;2;No;No;No;No;No;No;No;No;No;;;;;;8.5932785;45.2899709
ROCCA SUSELLA;PAVIA;AGR. BORGO DELLA ROCCA (AGRIROCCA);Complementari;Alloggi Agrituristici;191650077;LOC. ROCCA DE' GHISLANZONI;27052;PV;ROCCA DE' GHISLANZONI;;;;;www.borgodellarocca.com;6;0;12;6;Si;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accesso a vetture private,Accettazione gruppi,Estintori,Riscaldamento,Sala lettura separata,Telefono per uso comune;;Inglese;;;9.10211331;44.91848359
ROCCA SUSELLA;PAVIA;AGR. CA' DU RE;Complementari;Alloggi Agrituristici;310439615;LOC.CHIUSANI 35;27052;PV;;Chiusani;;;;www.cadure.it;2;0;4;3;Si;No;No;No;No;No;No;Si;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Estintori,Riscaldamento,Sala lettura separata;Visa,Master Card,Maestro,Bancomat;Inglese,Francese;Tennis da tavolo;;9.08783014;44.92365306
ROCCA SUSELLA;PAVIA;AGR. FATTORIA MONDO ANTICO;Complementari;Alloggi Agrituristici;309020103;LOCALITA' CASAZZA;27052;PV;;CASAZZA;;;;www.agriturismo-mondoantico.it;2;0;4;4;Si;No;No;No;No;No;No;Si;No;Access. diversamente abili parziale,Accettazione animali domestici,Accettazione gruppi,Estintori,Riscaldamento,Telefono per uso comune;American express,Visa,Bancomat,Key Client,Visa Electron;Inglese,Francese;Visite guidate;;9.10933359;44.92897148
ROGNANO;PAVIA;AGR. SONCINO PAVESE;Complementari;Alloggi Agrituristici;351082894;VIA SONCINO 1/B;27010;PV;;;;;;www.agriturismosoncinopavese.com;4;0;16;4;No;No;No;No;No;No;No;Si;No;Access. diversamente abili parziale,Accesso a vetture private,Accettazione animali domestici,Custodia valori,Lavaggio e stiratura biancheria;;Inglese,Francese,Tedesco;Biciclette gratuite,Tennis da tavolo;;9.090248;45.288466
ROMAGNESE;PAVIA;AGR. CASCINA FELICE;Complementari;Alloggi Agrituristici;351002378;FR.Z GRAZZI 32;27050;PV;grazzi;;;;;;4;0;8;2;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Accettazione animali domestici,Riscaldamento;;;;;9.330068;44.8394798
ROMAGNESE;PAVIA;AGR. FINARLON;Complementari;Alloggi Agrituristici;191650124;LOC. GRAZZI SUPERIORE;27050;PV;GRAZZI SUPERIORE;;;;;;5;0;11;3;No;No;No;No;No;No;No;Si;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Riscaldamento;;Francese;;;9.330068;44.8394798
ROMAGNESE;PAVIA;AGR. GIAREDI SIMONE;Complementari;Alloggi Agrituristici;191650078;LOC. GRAZZI;27050;PV;GRAZZI;;;;;;3;0;12;3;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Riscaldamento,Sala lettura separata;;Francese;Trekking;;9.34319496;44.83437366
ROMAGNESE;PAVIA;AGR. L'AGRICOLA FILIPPINI;Complementari;Alloggi Agrituristici;351140825;FR.Z GRAZZI SUPERIORE SN;27050;PV;;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;Riscaldamento,Spaccio alimentari;;Inglese;;;9.330068;44.8394798
ROMAGNESE;PAVIA;ALPE;Alberghiere;Alberghi 2 stelle;191650239;VIA RONCHETTI, 2;27050;PV;;;albergoalpe@email.it;0383541785;;www.albergomontealpe.it;10;0;20;10;Si;Si;No;No;No;Si;No;No;No;Ascensore,Ristorante,Tavernetta o tavola calda,Bar,Giochi per bambini,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Riscaldamento,Animazione professionale,Estintori,Solarium con piscina,Pizzeria;;Inglese,Francese;Sci montano,Campo da calcetto,Piscina scoperta,Campo da calcio,Campo da tennis,Equitazione;;9.330068;44.8394798
ROMAGNESE;PAVIA;LA PENICINA;Complementari;Ostelli per la gioventù;308969483;VIA STRADA PROVINCIALE ROMAGNESE PENICE;;PV;;;schiesaro@adolescere.org;0383343021;0383343019;;17;0;25;8;Si;;;;;;;;;Accesso a vetture private,Accettazione gruppi,Cucina di uso comune,Locale di ritrovo,Locale infermeria,Parco o giardino;;;;;9.330068;44.8394798
ROMAGNESE;PAVIA;LOCANDA DA MASSIMO;Complementari;Foresterie lombarde;321470137;PIAZZA CASTELLO 4;27050;PV;;;lorecrevani@gmail.com;0383580004;;;4;0;8;6;No;No;No;No;No;No;No;No;No;Somministrazione bevande;;;;;9.32897807;44.837925
ROMAGNESE;PAVIA;PENICE;Alberghiere;Alberghi 2 stelle;191650238;FRAZ. CAS MATTI, 17/19;27050;PV;;;ALBERGO.PENICE@TISCALI.IT;0383/580065;0383/580065;www.albergopenice.it;16;0;25;16;Si;No;No;No;No;Si;No;No;No;Ristorante,Bar,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Access. diversamente abili totale,Parcheggio non custodito,Estintori;Tutte;Inglese,Francese;;;9.32375202;44.80872521
RONCARO;PAVIA;OSTELLO DELLA GIOVENTU SAN GIOVANNI BOSCO RONCARO;Complementari;Ostelli per la gioventù;384572570;VIA MODENA 12/B;27010;PV;;;ostello.roncaro@gmail.com;3388699750;;;3;0;11;5;No;;;;;;;;;;;;;;9.27509378;45.22969254
ROVESCALA;PAVIA;AGR. CASTELLO DI LUZZANO;Complementari;Alloggi Agrituristici;191650240;VIA LUZZANO, 5;27040;PV;LUZZANO;;;;;www.castelloluzzano.it;4;0;8;4;Si;No;No;No;No;No;No;Si;No;Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Estintori,Riscaldamento;Visa,Master Card,Bank Americard,Bancomat,CartaSi;Inglese,Francese;Visite guidate;;9.3710257;45.0163818
ROVESCALA;PAVIA;IL NIDO DEL CODIROSSO;Alloggi privati in affitto;Bed & Breakfast;391107445;VIA CORTI 10;27040;PV;;;;;;;1;0;3;1;No;No;No;No;No;No;No;No;No;;;;;;9.34990086;45.01164743
RUINO;PAVIA;AGR. CAI MARIANGELA;Complementari;Alloggi Agrituristici;191650244;VIA DIAZ, 2;27040;PV;POMETO;;;;;www.caimariangela.it;7;0;22;5;No;No;No;No;No;Si;No;No;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Area attrezzata gioco bimbi,Estintori,Giochi per bambini,Lavaggio e stiratura biancheria,Riscaldamento,Telefono per uso comune;;Inglese,Francese,Tedesco;Visite guidate,Partecipazione alle attività agricole aziendali,Trekking;;9.27388391;44.92765126
RUINO;PAVIA;AGR. CASA ZUFFADA;Complementari;Alloggi Agrituristici;382538283;;;PV;;casa zuffada;;;;www.casazuffada.com;3;0;6;3;No;No;No;No;No;No;No;No;No;;;Inglese;;;9.2766665;44.9112419
RUINO;PAVIA;AGR. LA PIANOLA;Complementari;Alloggi Agrituristici;191650084;LOC. CANAVERA-CASCINA PIANOLA;27040;PV;CANAVERA;;;;;;8;0;16;3;No;No;No;No;No;No;No;No;No;Accesso a mezzi pubblici,Accesso a vetture private,Estintori,Riscaldamento;;;;;9.2766665;44.9112419
RUINO;PAVIA;AGR. LA SORBA;Complementari;Alloggi Agrituristici;351002689;FR.Z CANAVERA;27040;PV;canavera;;;;;;2;0;4;3;No;No;No;No;No;No;No;Si;No;;;;;;9.2766665;44.9112419
RUINO;PAVIA;AGR. PISANI;Complementari;Alloggi Agrituristici;191650082;VIA DELLA CHIESA, 10;27040;PV;;POMETO;;;;www.agriturismopisani.it;11;0;29;11;No;No;No;No;No;No;No;Si;No;Accesso a vetture private,Accettazione animali domestici,Estintori,Riscaldamento;;Inglese,Francese;Visite guidate,Partecipazione alle attività agricole aziendali,Maneggio,Trekking;;9.27577663;44.92646145
RUINO;PAVIA;AGR. SALDI ENRICO;Complementari;Alloggi Agrituristici;300110593;VIA ROMA;27040;PV;POMETO;;;;;;3;0;6;2;No;No;No;No;No;No;No;Si;No;Accesso a vetture private,Riscaldamento;;;;;9.27512944;44.92747942
RUINO;PAVIA;AZIENDA AGR. DAL VERME DI RUINO;Complementari;Alloggi Agrituristici;191650243;LOC. TORRE DEGLI ALBERI;27040;PV;;TORRE DEGLI ALBERI;;;;www.torredeglialberi.it;5;0;24;3;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Estintori,Riscaldamento;;Inglese,Francese;;;9.22781085;44.90227721
RUINO;PAVIA;BELVEDERE;Alberghiere;Alberghi 1 stelle;191650242;LOC. CARMINE;27040;PV;CARMINE;;danielagiunti@libero.it;038598838;038595007;;7;0;13;6;Si;No;No;No;No;Si;No;No;No;Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Riscaldamento,Parcheggio non custodito;Visa,Master Card,Eurocard,CartaSi;;;;9.2623112;44.9126257
SAN DAMIANO AL COLLE;PAVIA;IL POGGIO;Alloggi privati in affitto;Bed & Breakfast;356300155;FRAZIONE IL POGGIO 8;27040;PV;;;;;;www.ilpoggiobb.it;3;0;6;3;No;No;No;No;No;No;No;Si;No;Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata,Bar,Biciclette per ospiti,Giochi per bambini,Parco o giardino,Posto auto;Visa,Master Card,Maestro,Bancomat,CartaSi;Inglese;;;9.346559;45.024862
SAN GENESIO ED UNITI;PAVIA;CAMELIA;Alberghiere;Residenze turistico alberghiere 3 stelle;346276917;VIA TRIESTE 4;27010;PV;;;info@residenzacamelia.it;0382-580330;;;12;0;24;12;No;No;No;No;No;No;No;Si;No;Accesso a vetture private,Custodia valori in cassette sicurezza,Parcheggio custodito,Parco o giardino,Riscaldamento,Sala lettura separata;;;;;9.17921105;45.23622393
SAN GENESIO ED UNITI;PAVIA;HOTEL MOTEL RIZ;Alberghiere;Alberghi 3 stelle;191650245;VIA DEI LONGOBARDI, 3;27010;PV;;;info@hotelrizpavia.com;0382/580280;0382/580004;www.hotelrizpavia.com;112;2;212;112;Si;No;No;No;No;No;No;Si;No;Ascensore,Bar,Parco o giardino,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Autorimessa,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Sauna privata,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Estintori,Jacuzzi/Idromassaggio,Servizio in camera,WI-FI in aree comuni,Televisione satellitare,SKY,Sala accoglienza,Fitness/centro salute,Bagno turco;Tutte;Inglese,Francese,Tedesco;;;9.183017;45.2284599
SAN MARTINO SICCOMARIO;PAVIA;AURA;Complementari;Foresterie lombarde;387493830;VIA ROMA 119/A;27028;PV;;;ste.moscato@gmail.com;3331367910;;;3;0;9;3;No;No;No;No;No;No;No;No;No;;;;;;9.13814388;45.16179904
SAN MARTINO SICCOMARIO;PAVIA;B&B PAOLA E FRANCESCO;Alloggi privati in affitto;Bed & Breakfast;383218401;VIA GRAMSCI 50;27028;PV;;;;;;www.paolaefrancescobedandbreakfast.it;4;0;12;4;No;No;No;No;No;No;No;No;No;Accesso a vetture private,Accettazione gruppi,Aria condizionata,Parco o giardino,Posto auto,Servizio di pulizia bagno assicurato almeno 1 volta al giorno,Servizio di pulizia e cambio biancheria assicurato almeno 3 volte alla settimana;;Inglese;;;9.12010946;45.14593829
SAN MARTINO SICCOMARIO;PAVIA;HOTEL GIANNINO;Alberghiere;Alberghi 2 stelle;191650247;VIA TURATI, 18;27028;PV;;;info.giannino@libero.it;0382559658;0382556206;www.albergohotelgiannino.it;21;1;26;21;No;No;No;No;No;No;No;Si;No;Ristorante,Ristorante vegetariano,Bar,Parco o giardino,Accettazione gruppi,Accesso a mezzi pubblici,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito;Tutte;Inglese,Francese,Spagnolo;Fitness/centro salute;;9.1328518;45.16179783
SAN MARTINO SICCOMARIO;PAVIA;PLAZA;Alberghiere;Alberghi 4 stelle;191650246;VIA TOGLIATTI, 39;27028;PV;;;info@plazahotel.it;0382/559413;0382/556085;www.plazahotel.it;51;5;80;51;Si;No;No;No;No;No;No;Si;No;Ascensore,Ristorante,Bar,Sala televisione separata,Parco o giardino,Servizio congressi,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Trasporto clienti stazione,Lavaggio e stiratura biancheria,Pulizia calzature,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point;American express,Visa,Diners,Bancomat;Inglese,Francese,Tedesco;;;9.13485551;45.15793268
SAN MARTINO SICCOMARIO;PAVIA;RESIDENCE DEI GIOVI;Alberghiere;Residenze turistico alberghiere 3 stelle;306291674;VIA TURATI 18;27028;PV;;;residencedeigiovi@virgilio.it;339 8571178;;;17;0;34;17;No;No;No;No;No;No;No;Si;No;Access. diversamente abili totale,Accesso a mezzi pubblici,Accesso a vetture private,Accettazione animali domestici,Accettazione gruppi,Aria condizionata non centralizzata,Custodia valori in cassaforte,Estintori,Lavaggio e stiratura biancheria,Parcheggio custodito,Parcheggio non custodito,Riscaldamento,Ristorante;;;;;9.1328518;45.16179783
SANNAZZARO DE'BURGONDI;PAVIA;GARIBALDI;Alberghiere;Alberghi 1 stelle;191650248;VIA CAVOUR, 23;27039;PV;;;pinofiorelli_2010@libero.it;0382/995251;0382/901031;;9;0;19;6;Si;No;No;No;No;Si;No;No;No;Ristorante,Bar,Accettazione animali domestici,Accettazione gruppi,Accesso a mezzi pubblici,Accesso a vetture private,Aria condizionata non centralizzata,Riscaldamento,Estintori;Visa,Master Card,Bancomat,CartaSi;Inglese;;;8.90612984;45.1021432
SANNAZZARO DE'BURGONDI;PAVIA;GIARDINO;Alberghiere;Alberghi 3 stelle;191650250;VIA MEZZANO 117;27039;PV;;;info@albergogiardinotrestelle.it;0382901632;0382901643;www.albergogiardinotrestelle.it;20;1;25;20;Si;No;No;No;No;No;No;Si;No;Ristorante,Bar,Sala lettura separata,Sala televisione separata,Parco o giardino,Accettazione animali domestici,Accettazione gruppi,Accesso a vetture private,Lavaggio e stiratura biancheria,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Riscaldamento,Parcheggio non custodito,Internet point;American express,Visa,Master Card,Diners,CartaSi;Francese,Spagnolo;;;8.92420476;45.1087332
SANNAZZARO DE'BURGONDI;PAVIA;HOTEL ERIDANO;Alberghiere;Alberghi 3 stelle;313544494;VIA ROMA ANGOLO VIA S.BERNARDINO;27039;PV;;;info@hoteleridano.com;0382997447;0382-901727;www.hoteleridano.com;74;1;112;74;Si;Si;No;No;No;No;No;No;No;Ascensore,Ristorante,Bar,Accesso a vetture private,Parcheggio custodito,Custodia valori in cassaforte,Custodia valori in cassette sicurezza,Aria condizionata centralizzata,Access. diversamente abili totale,Servizio in camera,WI-FI in aree comuni,Pizzeria;;;;;8.906348;45.102259
SANTA GIULETTA;PAVIA;AGR. CORTE MONTINI;Complementari;Alloggi Agrituristici;191650252;VIA EMILIA DI MANZO 19;27046;PV;MANZO;;;;;www.cortemontini.it;16;0;32;16;Si;No;No;No;No;No;No;Si;No;Access. diversamente abili parziale,Accesso a mezzi pubblici,Accettazione gruppi,Estintori,Sala lettura separata,Sala riunioni attrezzata,Telefono per uso comune;Tutte;Inglese,Francese;Visite guidate;;9.18129295;45.03555013
SANTA GIULETTA;PAVIA;AGRITURISMO PODERE SAN GIORGIO;Complementari;Alloggi Agrituristici;390665809;VIA TENUTA SAN GIORGIO,1;;PV;;Tenuta San Giorgio;;;;www.poderesangiorgio.it;2;0;4;1;No;No;No;No;No;No;No;Si;No;;;;;;9.18299396;45.02439897
SANTA GIULETTA;PAVIA;CONTE DI CARMAGNOLA;Alloggi privati in affitto;Bed & Breakfast;391156420;VIA CASTELLETTO  9;27046;PV;;;;;;;3;0;6;0;No;No;No;No;No;No;No;Si;No;Accettazione animali domestici,Aria condizionata,Posto auto;;Inglese;;;9.17087289;45.02746749
SANTA MARGHERITA DI STAFFORA;PAVIA;AGR. LA MUSA DEL PELLEGRINO;Complementari;Alloggi Agrituristici;351108730;FR.Z SANTA MARGHERITA DI STAFFORA;27050;PV;santa margherita di staffora;;;;;;4;0;12;4;No;No;No;No;No;No;No;No;No;;;Inglese,Francese;;;9.2546166;44.7648395
SANTA MARGHERITA DI STAFFORA;PAVIA;AGR. LA PIANA DI CONTAGRI;Complementari;Alloggi Agrituristici;191650137;LOC.LA PIANA;27050;PV;CEGNI;;;;;;7;0;24;5;No;No;No;No;No;No;No;No;No;Access. diversamente abili totale,Accesso a vetture private,Accettazione animali domestici,Giochi per bambini,Riscaldamento;;Inglese,Francese;Trekking;;9.2546166;44.7648395
SANTA MARGHERITA DI STAFFORA;PAVIA;AGR. LA PIETRA ROSA;Complementari;Alloggi Agrituristici;191650087;VIA CASANOVA DESTRA, 15;27050;PV;;;;;;;5;0;15;5;No;No;No;No;No;No;No;No;No;;;Russo;;;9.2546166;44.7648395
SANTA MARGHERITA DI STAFFORA;PAVIA;CAMPEGGIO ALTA VALLE STAFFORA;Complementari;Campeggi e aree attrezzate per camper e roulotte 2 stelle;191650258;LOCALITA' PIAN DEL LAGO, 44;27050;PV;;PIAN DEL LAGO;info@campingvallestaffora.com;0383551114;0383552928;www.campingvallestaffora.com;222;0;905;47;No;No;No;No;No;No;No;No;No;Ristorante,Bar,Accettazione animali domestici,Accettazione gruppi,Custodia valori in cassaforte,Discoteca,Access. diversamente abili totale,Rifornimento benzina immediate vicinanze,Spaccio alimentari,Market,Officina riparazioni,Parcheggio non custodito,Rifornimento gas liquido,Telefono per uso comune,Piazzole prevalentemente a prato,Area riservata per intrattenimenti e spettacoli,Animazione professionale,Area attrezzata gioco bimbi,Videogiochi,Sala giochi,Locale di ritrovo,Estintori,Attrezzatura di pronto soccorso,Attivit? ricreative varie;Visa,Master Card,Maestro,Bancomat,CartaSi;Inglese;Calciobalilla,Campo da calcio,Campo attrezzato per pallavolo, beach volley, pallacanestro, calcetto,Campo da bocce,attività sportive varie,Tennis da tavolo;;9.2546166;44.7648395
